date,open,high,low,close,volume
2024-11-10T23:45:00Z,80218.01,80431.99,80138.27,80370.01,439.32974
2024-11-11T00:00:00Z,80370.01,80513.99,80216.01,80368,364.43519
2024-11-11T00:15:00Z,80368,80803,80299.99,80722,467.57727
2024-11-11T00:30:00Z,80722,80785,80461.12,80602.71,328.42058
2024-11-11T00:45:00Z,80602.7,80666,80438,80579.99,357.76447
2024-11-11T01:00:00Z,80579.99,80660,80366.02,80530,375.45197
2024-11-11T01:15:00Z,80529.99,80815.63,80406.18,80783.98,407.00135
2024-11-11T01:30:00Z,80783.98,81326,80764.48,81294.37,897.09034
2024-11-11T01:45:00Z,81294.37,81730,81128.26,81214,1065.421167
2024-11-11T02:00:00Z,81213.99,81518.39,81032,81316.78,533.43452
2024-11-11T02:15:00Z,81316.78,81494,81241.36,81424,348.26613
2024-11-11T02:30:00Z,81424,81519.19,81202.1,81287.13,577.22834
2024-11-11T02:45:00Z,81287.13,81441.62,81160,81431.17,399.51777
2024-11-11T03:00:00Z,81431.18,81431.18,81208.08,81335.99,323.03445
2024-11-11T03:15:00Z,81336,81340,80946,80948,425.22506
2024-11-11T03:30:00Z,80948,81410,80947.99,81380,348.98403
2024-11-11T03:45:00Z,81379.99,81846.71,81374,81612.23,647.945565
2024-11-11T04:00:00Z,81612.23,81727.47,81500.52,81574.02,418.95065
2024-11-11T04:15:00Z,81574.02,81574.02,81116.53,81206,287.63424
2024-11-11T04:30:00Z,81205.99,81460,81145.98,81331.99,349.46304
2024-11-11T04:45:00Z,81331.99,81473.58,81325.53,81440.01,169.99393
2024-11-11T05:00:00Z,81440.01,81581.65,81338.44,81341.72,247.60633
2024-11-11T05:15:00Z,81341.72,81369.99,80784.72,80992,458.46103
2024-11-11T05:30:00Z,80991.99,81120,80709.97,80763.05,532.16301
2024-11-11T05:45:00Z,80763.04,80906.72,80432,80731.99,442.89744
2024-11-11T06:00:00Z,80731.99,80941.53,80590.98,80872,500.98594
2024-11-11T06:15:00Z,80872,81184.13,80695.99,81100.98,358.81613
2024-11-11T06:30:00Z,81100.98,81250,80791.65,80792.08,599.18117
2024-11-11T06:45:00Z,80792.07,80950,80780,80900.68,405.082
2024-11-11T07:00:00Z,80900.68,80987.92,80747.58,80987.12,465.46912
2024-11-11T07:15:00Z,80987.12,80997.65,80780,80783.02,231.36648
2024-11-11T07:30:00Z,80783.03,81000,80783.02,80999,215.25327
2024-11-11T07:45:00Z,80999,81205.99,80999,81109.1,335.528
2024-11-11T08:00:00Z,81109.11,81366,81078.11,81224,671.91135
2024-11-11T08:15:00Z,81224,81278,81046.9,81075.99,246.19321
2024-11-11T08:30:00Z,81076,81244.19,81023.29,81223.9,234.03845
2024-11-11T08:45:00Z,81223.89,81368,81149.98,81239.53,486.2291
2024-11-11T09:00:00Z,81239.52,81469.44,81166,81440.63,504.80292
2024-11-11T09:15:00Z,81440.64,81499,81318.37,81394.65,326.34512
2024-11-11T09:30:00Z,81394.65,81588,81338,81470.01,552.54214
2024-11-11T09:45:00Z,81470.01,81766.56,81418.6,81695.33,505.20545
2024-11-11T10:00:00Z,81695.34,82178.07,81668.73,82129.98,1533.403072
2024-11-11T10:15:00Z,82129.99,82380.94,81845.49,81935.23,792.831719
2024-11-11T10:30:00Z,81935.23,82136.76,81835.25,82058.72,402.27855
2024-11-11T10:45:00Z,82058.71,82176,81930,81984.19,303.20327
2024-11-11T11:00:00Z,81984.19,82102.15,81842.01,81933.59,443.63692
2024-11-11T11:15:00Z,81933.59,82158.34,81908.04,82148.87,254.50785
2024-11-11T11:30:00Z,82148.86,82220,81984,82034,333.71218
2024-11-11T11:45:00Z,82033.99,82244.67,82003.19,82134,455.78416
2024-11-11T12:00:00Z,82133.99,82471.2,82088.88,82182.01,910.51829
2024-11-11T12:15:00Z,82182,82240,81719.21,82117.99,990.64016
2024-11-11T12:30:00Z,82117.99,82336,82082,82290,362.3845
2024-11-11T12:45:00Z,82290.01,82350,82168.91,82168.91,335.7798
2024-11-11T13:00:00Z,82168.92,82222.13,81624.54,81680.01,1012.5056
2024-11-11T13:15:00Z,81680.02,81950,81460.19,81874,696.36613
2024-11-11T13:30:00Z,81874.01,81908,81604,81709.27,393.87203
2024-11-11T13:45:00Z,81709.27,81898.35,81630,81835.74,274.79139
2024-11-11T14:00:00Z,81835.73,82171.99,81740,81748.07,851.37766
2024-11-11T14:15:00Z,81748.08,81858,81518.92,81734,602.38754
2024-11-11T14:30:00Z,81734,82580,81500.01,81941.98,2041.27526
2024-11-11T14:45:00Z,81941.98,82538.12,81811.81,82484.9,1086.19019
2024-11-11T15:00:00Z,82484.91,82970,82349.98,82943.63,1914.46798
2024-11-11T15:15:00Z,82942.08,83745,82838,83745,2304.013096
2024-11-11T15:30:00Z,83745,84263.51,83580,83823.74,2348.60655
2024-11-11T15:45:00Z,83823.73,84134.08,83656,84059.54,1432.886
2024-11-11T16:00:00Z,84059.53,84866.8,84000,84768,2273.968998
2024-11-11T16:15:00Z,84768,84886,84267.08,84349.71,1396.51481
2024-11-11T16:30:00Z,84349.72,84460,83916,84213.79,1093.28183
2024-11-11T16:45:00Z,84213.79,84368.52,83831.84,84200,848.62617
2024-11-11T17:00:00Z,84200,84693.24,84196.41,84655.27,859.80316
2024-11-11T17:15:00Z,84655.27,84696.97,84210.99,84353.99,803.73193
2024-11-11T17:30:00Z,84354,84880.03,84252.19,84848.25,979.95017
2024-11-11T17:45:00Z,84848.25,84862.41,84560.37,84603.99,602.41581
2024-11-11T18:00:00Z,84603.99,84633.84,84208.77,84475.01,865.15207
2024-11-11T18:15:00Z,84475.01,84740,84250,84731.01,444.08425
2024-11-11T18:30:00Z,84731.01,85313.99,84695.36,85190,1634.759102
2024-11-11T18:45:00Z,85190.01,85832.65,84956.81,85831.99,1491.917538
2024-11-11T19:00:00Z,85831.99,86650,85314,85742.88,2804.116396
2024-11-11T19:15:00Z,85742.88,86250.87,85551.19,86038.26,1181.69909
2024-11-11T19:30:00Z,86038.26,86530.9,85926.84,86282.21,1196.39047
2024-11-11T19:45:00Z,86282.2,86450,86000.43,86102.21,795.24354
2024-11-11T20:00:00Z,86102.21,87174.42,86052,87146.04,1515.079443
2024-11-11T20:15:00Z,87146.04,87300,86663.88,86834.74,1171.80027
2024-11-11T20:30:00Z,86834.74,87147.3,86610,86974.5,1019.63965
2024-11-11T20:45:00Z,86974.5,87386.5,86690,86922.65,1653.67631
2024-11-11T21:00:00Z,86922.66,87300,86703,87223.37,837.45977
2024-11-11T21:15:00Z,87222.31,88378,87155.68,88242.62,2265.638389
2024-11-11T21:30:00Z,88242.63,88276,87886.99,87940,1292.7644
2024-11-11T21:45:00Z,87940,88017.98,87515.19,87900.01,762.63064
2024-11-11T22:00:00Z,87900,88083.47,87281.21,87347.57,983.09709
2024-11-11T22:15:00Z,87347.57,87400,86372.31,86823.7,2029.5462
2024-11-11T22:30:00Z,86823.69,87244.51,86642,87045.68,821.38041
2024-11-11T22:45:00Z,87045.68,88042.21,86933,87979.28,834.01614
2024-11-11T23:00:00Z,87979.27,89530.54,87979.27,89348.01,3370.622751
2024-11-11T23:15:00Z,89348.01,89529.4,88713.61,88906.99,2060.73484
2024-11-11T23:30:00Z,88906.98,89098.55,88206.93,88467.99,1624.56197
2024-11-11T23:45:00Z,88468,88931.34,88402,88647.99,1319.02455
2024-11-12T00:00:00Z,88648,88812,87622.7,87645.42,1558.7418
2024-11-12T00:15:00Z,87645.43,88001,86561.35,87952.01,2354.88987
2024-11-12T00:30:00Z,87952,88052,87455.49,87969.98,950.42784
2024-11-12T00:45:00Z,87969.97,89012.23,87969.97,88978.57,1338.51645
2024-11-12T01:00:00Z,88978.56,89407.98,88619.11,89225.85,2087.10353
2024-11-12T01:15:00Z,89225.86,89470,88640,88685.43,1682.10474
2024-11-12T01:30:00Z,88685.42,89156,88660.77,88752.85,884.23261
2024-11-12T01:45:00Z,88752.85,88909.1,88392.51,88542.51,740.6946
2024-11-12T02:00:00Z,88542.51,88876,88450,88585.01,539.90492
2024-11-12T02:15:00Z,88585.01,88640,87980,88236,806.32794
2024-11-12T02:30:00Z,88236,88292,87308.29,87476,1851.9878
2024-11-12T02:45:00Z,87476,87739.42,86928.68,87694.53,1272.56227
2024-11-12T03:00:00Z,87694.53,88008,87474.19,87770,963.69581
2024-11-12T03:15:00Z,87770,87954.17,87581.86,87650.01,826.916
2024-11-12T03:30:00Z,87650.01,87900,87500,87740.01,836.90894
2024-11-12T03:45:00Z,87740.01,88206.93,87612.5,88047.46,757.22074
2024-11-12T04:00:00Z,88047.45,88145,87700,87936.02,625.04203
2024-11-12T04:15:00Z,87936.02,88674,87900,88652.31,840.67544
2024-11-12T04:30:00Z,88652.3,88983.93,88508.23,88652,612.32532
2024-11-12T04:45:00Z,88651.99,88783.94,88400.01,88430.57,782.44894
2024-11-12T05:00:00Z,88430.56,88540,88159.99,88413.15,619.20483
2024-11-12T05:15:00Z,88413.15,88798.93,88368.42,88474.81,747.84413
2024-11-12T05:30:00Z,88474.81,88646,88231.53,88446.9,582.41206
2024-11-12T05:45:00Z,88446.91,88519.66,88229.29,88378.46,427.53273
2024-11-12T06:00:00Z,88378.46,88424.81,88160.01,88356.01,478.91468
2024-11-12T06:15:00Z,88356.01,88575.41,88175.4,88532.06,577.91114
2024-11-12T06:30:00Z,88532.07,89420,88461.42,89419.99,1313.77032
2024-11-12T06:45:00Z,89420,89800,89379.33,89545.46,1517.241878
2024-11-12T07:00:00Z,89545.46,89903,89089.34,89836,1390.33332
2024-11-12T07:15:00Z,89836.01,89940,89344,89347.98,656.149043
2024-11-12T07:30:00Z,89347.98,89480,89196.39,89388,1011.93523
2024-11-12T07:45:00Z,89388,89431.99,88953.58,88983.35,1224.38112
2024-11-12T08:00:00Z,88983.35,89089,88720.91,88853.99,731.76069
2024-11-12T08:15:00Z,88853.99,89050,88757.57,88776.01,649.37784
2024-11-12T08:30:00Z,88776.01,89122,88776.01,89122,572.58694
2024-11-12T08:45:00Z,89122,89300,88912,89280.01,1054.08433
2024-11-12T09:00:00Z,89280,89372,88200.03,88388.01,1313.94622
2024-11-12T09:15:00Z,88388,88632,88164,88532,694.25522
2024-11-12T09:30:00Z,88532,88716,88116.26,88133.33,689.39525
2024-11-12T09:45:00Z,88133.33,88180,87620,87630.89,1447.20656
2024-11-12T10:00:00Z,87630.89,88023.66,86945.04,87817.38,2231.0572
2024-11-12T10:15:00Z,87817.37,87984.83,87222,87448.39,1168.22569
2024-11-12T10:30:00Z,87448.4,87666.4,86221.51,86261.3,2424.76993
2024-11-12T10:45:00Z,86261.3,87073.04,85229,86787.51,3923.99767
2024-11-12T11:00:00Z,86787.52,87545.12,86524.14,86765.1,2143.98163
2024-11-12T11:15:00Z,86765.09,87740,86672.01,87407.28,976.18651
2024-11-12T11:30:00Z,87407.28,87860.75,87392,87411.99,633.38289
2024-11-12T11:45:00Z,87411.99,87644,86800,87155.55,872.07778
2024-11-12T12:00:00Z,87155.55,87860,86923.69,87708.01,1086.59439
2024-11-12T12:15:00Z,87708.01,87719.46,87020.5,87077.4,1003.00179
2024-11-12T12:30:00Z,87077.4,87208.89,86652,86678.71,1029.03746
2024-11-12T12:45:00Z,86678.71,86912.6,86203.83,86348.01,1416.04083
2024-11-12T13:00:00Z,86348.02,86521.95,85800,86496,1712.99442
2024-11-12T13:15:00Z,86496,86496,85967.94,86050,928.57173
2024-11-12T13:30:00Z,86050,86156.9,85130.01,85692.03,1610.86665
2024-11-12T13:45:00Z,85692.03,86417.93,85072,86330.52,1765.47346
2024-11-12T14:00:00Z,86330.52,86531.99,85830,85972.01,1016.13274
2024-11-12T14:15:00Z,85972.01,86159.27,85760,86012.02,661.04339
2024-11-12T14:30:00Z,86012.02,86348.01,85208.2,86344.7,1445.36256
2024-11-12T14:45:00Z,86344.71,87074.53,86194,87001.51,1245.95215
2024-11-12T15:00:00Z,87001.51,87441.64,86809.15,87407.97,1015.17194
2024-11-12T15:15:00Z,87407.97,87493.37,86559.05,86835.99,1137.00075
2024-11-12T15:30:00Z,86835.99,87235.06,86308,86346.01,1171.97676
2024-11-12T15:45:00Z,86346,86720,86148,86632,864.37121
2024-11-12T16:00:00Z,86632,86724,85730.35,85756.01,1192.75196
2024-11-12T16:15:00Z,85756.01,86510,85750,86490.01,757.98212
2024-11-12T16:30:00Z,86490,87070,86440,87057.9,1121.69574
2024-11-12T16:45:00Z,87057.9,87600,86761.27,87030.31,1133.57585
2024-11-12T17:00:00Z,87030.31,87445.93,86968.6,87432.51,751.68864
2024-11-12T17:15:00Z,87432.51,87740,87061.28,87469.99,603.70555
2024-11-12T17:30:00Z,87470,87878,87454.54,87575.75,690.55473
2024-11-12T17:45:00Z,87575.75,87666.67,86850.66,86966.07,889.4951
2024-11-12T18:00:00Z,86966.07,87700,86907.26,87612,747.41776
2024-11-12T18:15:00Z,87612,88387.99,87604.07,88360.01,1024.811
2024-11-12T18:30:00Z,88360,88700,88256,88585.01,892.94401
2024-11-12T18:45:00Z,88585.01,88877.36,88446.13,88796.41,661.43939
2024-11-12T19:00:00Z,88796.41,89389.38,88620.01,89311.11,985.21635
2024-11-12T19:15:00Z,89311.11,89536,89002,89448.01,1016.9218
2024-11-12T19:30:00Z,89448.01,89764.38,88911,89020,1172.16029
2024-11-12T19:45:00Z,89020,89182,88630,88704.28,844.07404
2024-11-12T20:00:00Z,88704.28,89356,88672,89098.99,767.77412
2024-11-12T20:15:00Z,89098.99,89580,88920,89462.86,713.85443
2024-11-12T20:30:00Z,89462.86,89696.29,89313.13,89624,648.0858
2024-11-12T20:45:00Z,89624,89876.94,89300.55,89473.1,991.36442
2024-11-12T21:00:00Z,89472.01,89683.65,88781.01,88832,655.6103
2024-11-12T21:15:00Z,88831.99,88970,88458.98,88885.99,728.05111
2024-11-12T21:30:00Z,88886,88901.38,88316,88440,438.92543
2024-11-12T21:45:00Z,88439.99,88592,88160.27,88240.32,474.90591
2024-11-12T22:00:00Z,88240.32,88300,87612,88003.98,640.52981
2024-11-12T22:15:00Z,88003.98,88274.32,87768,88043.99,422.48227
2024-11-12T22:30:00Z,88043.99,88571.41,88038.33,88505.06,276.41849
2024-11-12T22:45:00Z,88505.06,88642,88386.24,88592,282.03302
2024-11-12T23:00:00Z,88592,88592,88032,88363.17,357.23904
2024-11-12T23:15:00Z,88363.18,88404,87379.59,87970.33,821.3352
2024-11-12T23:30:00Z,87970.33,88060.61,87718.81,87881.29,317.16977
2024-11-12T23:45:00Z,87881.29,88177.43,87766,87952.01,781.43181
2024-11-13T00:00:00Z,87952,88171.99,87690,87708.01,414.18433
2024-11-13T00:15:00Z,87708.02,88289.82,87604,88206,694.33311
2024-11-13T00:30:00Z,88206,88453.16,88060.85,88285.61,914.24711
2024-11-13T00:45:00Z,88285.62,88390.52,87969.69,88040,483.37264
2024-11-13T01:00:00Z,88040,88551.26,87818.18,88512.18,684.13386
2024-11-13T01:15:00Z,88512.17,88562.94,87739.72,87959.98,719.74848
2024-11-13T01:30:00Z,87959.99,88152.86,87708,88086.52,654.7603
2024-11-13T01:45:00Z,88086.53,88363.64,88032,88253.53,431.5402
2024-11-13T02:00:00Z,88253.54,88320,87940,88014.09,345.32581
2024-11-13T02:15:00Z,88014.09,88040.51,87207.16,87516.01,854.68912
2024-11-13T02:30:00Z,87516,87700,87004,87699.29,569.0873
2024-11-13T02:45:00Z,87699.28,87898,87516,87868,351.71363
2024-11-13T03:00:00Z,87868.01,88120,87680,87979.79,565.71946
2024-11-13T03:15:00Z,87979.79,88150,87282.27,87323.99,622.26026
2024-11-13T03:30:00Z,87323.99,87626.27,87084.63,87127.99,753.71074
2024-11-13T03:45:00Z,87128,87538,87049.52,87136,949.79255
2024-11-13T04:00:00Z,87136,87534,87136,87496.93,380.27017
2024-11-13T04:15:00Z,87496.94,87692.69,87128.53,87139.25,509.09413
2024-11-13T04:30:00Z,87139.25,87266,86532,86667.97,1177.18202
2024-11-13T04:45:00Z,86667.97,87216,86226.15,87172.01,1252.89025
2024-11-13T05:00:00Z,87172,87360.2,86912.7,87182.01,654.72128
2024-11-13T05:15:00Z,87182.01,87436.67,87152,87319.31,407.35582
2024-11-13T05:30:00Z,87319.3,87369.37,86830.91,86932.82,371.44075
2024-11-13T05:45:00Z,86932.82,86990.83,86452.78,86545.99,523.91353
2024-11-13T06:00:00Z,86545.99,86838.4,86446.31,86691.19,379.61151
2024-11-13T06:15:00Z,86691.19,86950.54,86448.14,86465.34,400.6554
2024-11-13T06:30:00Z,86465.34,86635.84,86127.99,86613.14,497.66887
2024-11-13T06:45:00Z,86613.14,86720,86369.01,86500,419.33578
2024-11-13T07:00:00Z,86500,87000,86480.07,86993.04,689.31257
2024-11-13T07:15:00Z,86993.05,87250,86852.66,87132.8,488.83867
2024-11-13T07:30:00Z,87132.8,87490,86968,87392,801.82274
2024-11-13T07:45:00Z,87391.99,87492.3,87267.98,87356,590.41813
2024-11-13T08:00:00Z,87356.01,87420,87150.14,87306.01,300.07465
2024-11-13T08:15:00Z,87306.01,87628.86,87305.38,87543.99,445.49929
2024-11-13T08:30:00Z,87543.99,87684,87166.66,87188.01,457.59827
2024-11-13T08:45:00Z,87188.01,87315.32,87100,87228.68,338.31974
2024-11-13T09:00:00Z,87228.69,87534.04,87082.42,87499.99,310.39148
2024-11-13T09:15:00Z,87500,87550,87400,87521.99,415.81017
2024-11-13T09:30:00Z,87522,87535,87170,87418,333.29433
2024-11-13T09:45:00Z,87418,87540,87337.42,87400.02,347.5874
2024-11-13T10:00:00Z,87400.03,87492,87172.24,87261.97,326.6986
2024-11-13T10:15:00Z,87261.96,87378,87202.64,87328,276.23182
2024-11-13T10:30:00Z,87328,87400,87124.92,87156.01,268.69015
2024-11-13T10:45:00Z,87156,87553.64,87156,87535.55,451.05331
2024-11-13T11:00:00Z,87535.55,87899.99,87478,87857.99,506.7762
2024-11-13T11:15:00Z,87858,88083,87454.54,87630.01,657.66661
2024-11-13T11:30:00Z,87630,87832,87544,87686.01,307.50089
2024-11-13T11:45:00Z,87686.02,87834.55,87593.18,87669.39,257.20266
2024-11-13T12:00:00Z,87669.4,87747.87,87502.49,87656,389.58594
2024-11-13T12:15:00Z,87656,87831.16,87523.71,87732,271.85178
2024-11-13T12:30:00Z,87732.01,87997.2,87568,87947.99,334.19413
2024-11-13T12:45:00Z,87948,87988,87620,87626.96,424.82475
2024-11-13T13:00:00Z,87626.95,87740,87548,87652.47,317.82141
2024-11-13T13:15:00Z,87652.47,88349,87652.46,88259.17,848.1032
2024-11-13T13:30:00Z,88259.18,89140,88167.36,89090.91,1651.40008
2024-11-13T13:45:00Z,89090.9,89696.97,88836.54,89152.01,2297.78421
2024-11-13T14:00:00Z,89152,89638.18,88623.64,89393.59,1628.70639
2024-11-13T14:15:00Z,89393.6,89876,89332.88,89790.03,1402.45272
2024-11-13T14:30:00Z,89790.04,91000,89539.05,90784.01,4503.343805
2024-11-13T14:45:00Z,90784.01,91827.09,90438.69,91508,2986.229219
2024-11-13T15:00:00Z,91508,91511.96,90432.23,91168.91,2170.39029
2024-11-13T15:15:00Z,91168.9,91826,91004,91776.6,1490.45407
2024-11-13T15:30:00Z,91776.61,92000,91171.98,91999.99,1665.705158
2024-11-13T15:45:00Z,92000,92690,91834.98,92540.01,2744.002331
2024-11-13T16:00:00Z,92540,93259.81,92177.78,93192.03,2520.186494
2024-11-13T16:15:00Z,93192.02,93265.64,92600,92883.97,1881.96249
2024-11-13T16:30:00Z,92883.97,93009.43,91467.9,91836,2321.85098
2024-11-13T16:45:00Z,91836,92560,91836,92256,1730.24026
2024-11-13T17:00:00Z,92256.01,92803,92184,92692.01,1051.51385
2024-11-13T17:15:00Z,92692.01,92800,92148,92210.2,786.00832
2024-11-13T17:30:00Z,92210.21,92295,91800,91850.01,1012.25777
2024-11-13T17:45:00Z,91850.01,92266.66,91755,92218.87,633.45132
2024-11-13T18:00:00Z,92218.87,92469.3,92116.95,92330.35,769.1189
2024-11-13T18:15:00Z,92330.35,92810.3,92050.07,92636.36,823.2713
2024-11-13T18:30:00Z,92636.36,92750,92320,92703.76,752.38614
2024-11-13T18:45:00Z,92703.75,93139.93,92546.11,92824,1120.08411
2024-11-13T19:00:00Z,92824,92892.98,90848.87,90890.02,1858.16055
2024-11-13T19:15:00Z,90890.01,91370,90132.78,91162.47,2341.75056
2024-11-13T19:30:00Z,91162.47,91215.03,89969.87,90619.99,1928.88117
2024-11-13T19:45:00Z,90620,90911.48,90136.21,90193.51,1235.15974
2024-11-13T20:00:00Z,90193.5,90827.43,89292,90741.4,2309.74474
2024-11-13T20:15:00Z,90741.4,90998,90461.07,90556,1194.82488
2024-11-13T20:30:00Z,90556.01,91184.02,90500,90751.91,787.07071
2024-11-13T20:45:00Z,90751.91,90777.78,89500.01,89691.99,854.95099
2024-11-13T21:00:00Z,89692,89796.21,88418.4,88611.09,1724.72595
2024-11-13T21:15:00Z,88611.04,88957.6,87970.98,88785.75,1393.54975
2024-11-13T21:30:00Z,88785.75,89435.29,88692.01,89393.18,775.98272
2024-11-13T21:45:00Z,89393.18,89399.18,88487.96,88539.77,583.88516
2024-11-13T22:00:00Z,88539.77,89500,88350,89335.94,683.72035
2024-11-13T22:15:00Z,89335.94,89680,89259.08,89555.27,324.75968
2024-11-13T22:30:00Z,89555.27,89854.27,89387.56,89641.86,428.481
2024-11-13T22:45:00Z,89641.87,89804.53,89561.73,89715.12,299.20005
2024-11-13T23:00:00Z,89715.12,89733.12,89248.28,89587.98,455.85759
2024-11-13T23:15:00Z,89587.98,90310.53,89530,90206.4,751.4381
2024-11-13T23:30:00Z,90206.39,90482.3,90113.59,90424.24,384.72765
2024-11-13T23:45:00Z,90424.24,90518.89,90230.01,90375.2,364.25528
2024-11-14T00:00:00Z,90375.21,90511.63,90100,90146.77,413.84097
2024-11-14T00:15:00Z,90146.78,90359.58,89920.38,90035.99,455.25392
2024-11-14T00:30:00Z,90035.99,90331.31,89685.1,89718.47,574.43131
2024-11-14T00:45:00Z,89718.48,90240.28,89696.96,90104.93,536.6057
2024-11-14T01:00:00Z,90104.93,90410.27,89914.46,90198.15,532.71427
2024-11-14T01:15:00Z,90198.15,90299.98,89650.27,89700,673.85482
2024-11-14T01:30:00Z,89700,89913.53,89458.13,89721.44,629.53902
2024-11-14T01:45:00Z,89721.45,90444,89656,90372.01,505.15293
2024-11-14T02:00:00Z,90372,90566,90016.49,90123.95,555.93497
2024-11-14T02:15:00Z,90125.77,90308,89752,89948.01,284.90687
2024-11-14T02:30:00Z,89948,90030.31,89664,89752,341.78938
2024-11-14T02:45:00Z,89752,90181.82,89696.09,90104.01,343.52302
2024-11-14T03:00:00Z,90104,90220,89705.09,89777,312.73868
2024-11-14T03:15:00Z,89777.01,90055,89531.86,89901.42,366.67129
2024-11-14T03:30:00Z,89901.43,89920.62,89738.82,89840.68,178.47646
2024-11-14T03:45:00Z,89840.67,90076,89840.67,89937.02,648.67194
2024-11-14T04:00:00Z,89937.03,89971.69,89655.07,89840,347.36254
2024-11-14T04:15:00Z,89839.99,89910.9,89624.74,89675.96,274.09138
2024-11-14T04:30:00Z,89675.96,89831.99,89320.37,89831.98,419.92615
2024-11-14T04:45:00Z,89831.98,90192.35,89828,90123.99,508.51864
2024-11-14T05:00:00Z,90123.99,90123.99,89738.04,89748,239.32031
2024-11-14T05:15:00Z,89748,90060.61,89703.14,89861.85,405.08866
2024-11-14T05:30:00Z,89861.86,90026.82,89647.19,89790.24,262.64765
2024-11-14T05:45:00Z,89790.24,90008.81,89780,89957.22,187.75144
2024-11-14T06:00:00Z,89957.23,90263.99,89920,90051.49,350.0679
2024-11-14T06:15:00Z,90051.48,90308.83,89982.46,89990,347.99529
2024-11-14T06:30:00Z,89990.01,89991.57,89800,89879.71,261.47428
2024-11-14T06:45:00Z,89879.71,89880,89283.5,89300.69,505.60291
2024-11-14T07:00:00Z,89309.41,89664.19,89104.54,89660,544.15475
2024-11-14T07:15:00Z,89660,89787.88,89520,89767.97,382.90697
2024-11-14T07:30:00Z,89767.98,90100,89607.59,90099.99,417.22123
2024-11-14T07:45:00Z,90099.99,90850,90049.37,90769.42,743.22147
2024-11-14T08:00:00Z,90769.42,91438.41,90620.27,91387.51,829.38133
2024-11-14T08:15:00Z,91387.51,91420,90870,91116.76,507.36539
2024-11-14T08:30:00Z,91116.77,91216,90809.11,90835.64,622.98949
2024-11-14T08:45:00Z,90835.64,90893.94,90329.8,90558.28,587.53433
2024-11-14T09:00:00Z,90558.28,90902.71,90456.8,90623.85,467.92041
2024-11-14T09:15:00Z,90623.84,90785,90388.13,90655.99,331.14233
2024-11-14T09:30:00Z,90655.98,90680.98,90368,90627.65,254.89777
2024-11-14T09:45:00Z,90627.65,90918.18,90500,90909.01,305.28979
2024-11-14T10:00:00Z,90909.01,91424,90855.4,91268.91,695.26821
2024-11-14T10:15:00Z,91268.9,91328,91050.76,91104,406.43198
2024-11-14T10:30:00Z,91103.99,91416.5,90840.01,91007.99,403.42686
2024-11-14T10:45:00Z,91007.99,91353.79,90958,91103,432.52487
2024-11-14T11:00:00Z,91102.99,91183.5,90472,90845.24,676.63454
2024-11-14T11:15:00Z,90845.25,91230,90476,91206.01,595.62062
2024-11-14T11:30:00Z,91206.01,91206.01,90736,91099.99,344.25505
2024-11-14T11:45:00Z,91099.99,91657.77,91044,91491.86,671.32245
2024-11-14T12:00:00Z,91491.85,91535.45,91125,91520.42,475.59215
2024-11-14T12:15:00Z,91520.42,91599.99,91189.01,91262.89,487.4239
2024-11-14T12:30:00Z,91262.89,91272.73,90945,91093.75,352.91585
2024-11-14T12:45:00Z,91093.75,91318,91009.15,91243.17,271.40193
2024-11-14T13:00:00Z,91243.17,91380,91061.64,91200,472.7292
2024-11-14T13:15:00Z,91200,91200.01,90909.09,90927.15,443.44575
2024-11-14T13:30:00Z,90927.15,91212.64,90559.65,90947.75,677.75655
2024-11-14T13:45:00Z,90947.75,90984,90627.08,90754.42,443.98182
2024-11-14T14:00:00Z,90754.42,91034.12,90554.52,90927.15,374.28218
2024-11-14T14:15:00Z,90927.15,91309.79,90670,91283.51,613.85475
2024-11-14T14:30:00Z,91283.5,91790,89400,89730.94,2370.64441
2024-11-14T14:45:00Z,89730.93,89741.86,88639.76,88720.03,1912.67627
2024-11-14T15:00:00Z,88720.03,89422.15,88234.19,89393.5,1757.51747
2024-11-14T15:15:00Z,89393.51,89638.5,88417.21,89166.51,1261.9229
2024-11-14T15:30:00Z,89166.52,89166.52,88438.44,88728,1389.12498
2024-11-14T15:45:00Z,88728.01,88803.32,87829.57,87947.99,1812.77359
2024-11-14T16:00:00Z,87947.99,88224,87526.74,87718.78,1457.35644
2024-11-14T16:15:00Z,87718.78,88536,87668.15,88226.78,952.02526
2024-11-14T16:30:00Z,88226.79,88999.99,88191.88,88816.01,795.67108
2024-11-14T16:45:00Z,88816.01,89239.79,88519.98,89198.31,658.04824
2024-11-14T17:00:00Z,89198.32,89227.7,88804,88812.12,495.33627
2024-11-14T17:15:00Z,88812.85,88976,88596.27,88598.6,400.60385
2024-11-14T17:30:00Z,88598.6,89164,88584,89042.79,417.44485
2024-11-14T17:45:00Z,89042.78,89449.49,88928.89,89239.35,645.21022
2024-11-14T18:00:00Z,89239.35,89775.24,89089.41,89616.02,516.1104
2024-11-14T18:15:00Z,89616.01,89690.06,89310.34,89349.6,405.21336
2024-11-14T18:30:00Z,89349.6,89410.58,88916.8,89074.36,341.84984
2024-11-14T18:45:00Z,89074.37,89292.62,88991.65,89111.55,223.45094
2024-11-14T19:00:00Z,89111.55,89606.07,89111.54,89512.01,318.95252
2024-11-14T19:15:00Z,89512,89642.66,89329.28,89525.57,273.45215
2024-11-14T19:30:00Z,89525.56,89559.99,89233.06,89463.99,241.67203
